id,name,user,sunk,built,built_details,description,construction,owner,size,sinking,location,underwater,region,latitude,longitude,image,caption,museum_link,dave_link
361,SS Fin Or Fynd,1,1923,1881,"1881 by Nylands Verkoted? in  Oslo, Norway",Steam powered Whale Chaser,Iron with Inverted Compound Steam engine,North West Whaling Co Ltd,168 tons length 31.6m beam 6.1m depth 3.6m,"The small Norwegian whaler was wrecked in January 1923 by a devastating cyclone which drove it onto Fraser Island. The island has since disappeared leaving the wreck and a lighthouse tower that once showed the way into Norwegian Bay, all that is visible today.","Fraser Island, north of Point Cloates","A shallow site inside a sanctuary zone, it makes a great snorkel in shallow gin clear water. Easily located with the engine block and boiler above the waterline and the hull submerged. It lays next to the remains of the Fraser Island lighthouse that collapsed when the island was washed away in the 1960s.",MW,-22.6476,113.6282666667,,,,
362,Norwegian Bay Barge,1,?,?,Unknown,Whale Oil Barge,Iron,Norwegian Bay Co.,length approx 12m beam 3m,After last working 1957,Off Norwegian Bay Whaling Station,"Shallow water 100m offshore, north of jetty, good snorkel dive from beach or boat",MW,-22.592389,113.670572,,,,
363,S.S. Lygnern,1,1928,1920,"1920 by Mc Millan and Son, Dumbarton, Scotland",Screw Steamer with triple expansion 440 HP,Steel,"Rederra Kliebologet Transatlantic, Gothenberg",4896 tons length 122m.breath 15.9m depth 7.6m,"The Ship arrived at Fremantle to unload during a wharfies strike and was steered out to Gage Roads by Captain H. Steer as pilot to anchor south of harbour, with a strong swell running an anchor was laid out. The anchor failed and the ship touched bottom, using ships engines failed and a tug was called. The tug Uco made two attempts but the towline parted. Rocks pierced the hull and the engine room flooded. With no steam power salvage of cargo was by hand. Days of rough weather with 70 knot winds further delayed salvage.Tenders were called for sale of vessel and remaining cargo Salvage continued for months until more bad weather started to break up the ship. The ship was then advertised again for scrap. Frank Bell used gelignite to blow off four blades of propeller, each weighing two tons. By July 1930 almost everything of value had been stripped off the wreck.","Beagle Rocks, south of South Mole","Out from South Mole, immediately south of isolated danger marker in 8 metres of water, visibility 5-10 metres. Boat dive near entrance to Fishing boat harbour and entrance  to Port. Dive flag and care to be taken.",PC,-32.060566,115.727158,,,,
364,Samuel Plimsoll,1,1948,1873,"1873 by Walter Hood & Co, Aberdeen, Scotland",3 Masted Wool Clipper,Iron,George Thompson & Co. and  later J & A Brown,1510 gross tons length 73.5m beam 11.9m draft 7m,"On 17 June 1945 the British India Steam Co.Dalgoma in ballast, snapped both its anchor cables during a gale, and was blown onto Fish Rocks, The following day it managed to get afloat, and under its own power and entered Fremantle Harbour. As it steamed between the North and South moles the engines needed to be shut down and now out of control and with a gale at its stern, charged down the harbour. The engineers on board the Dalgoma  managed to start the engines just as the hulk drifted across the Steamer’s stern. The starboard propeller cut holes in the Samuel Plimsoll  which very soon sank in the middle of the river opposite G Shed. It was not until early October 1945 that work began on removing 1,300 tons of coal from the sunken Samuel Plimsoll.","Beagle Rocks, south of the South Mole","Little progress was made salvaging the hulk until 1947 when James Ball and Sons began work.  In mid-July 1947, using their steam lighter Agnes, they raised two winches. By the end of September 1947 the wreck having been cut into 12 sections over a period of 5 weeks, picked up by the 80 ton floating crane pelican and dumped near  beagle rocks.",PC,-32.060566,115.727158,,,,
365,Highland Forest,1,1901,1884,"1884 by Ramage & Ferguson, Leith, Scotland",3 Masted Barque,Iron,"Crane, Colvit & Co. Master: Captain Alexander Chapman",1040 tons length 73.9m beam 10.4m depth 6m,"The ship left New York bound for Fremantle with a cargo of general including steel plate, cases of kerosene, pine shelving, chairs, barrels of asphalt canned goods, windmill appatus and other sundries. With a crew of 18 and 2 passengers. She struck Murray Reef heading north under full sail and broke up quickly. All crew and passengers got ashore safely. The Captain’s certificate was suspended for 12 months.","At the end of Murray Reef Group approx 4km offshore, Port Kennedy","The site rests in 7.5 metres of water on a shallow reef that is subject to swell, surge and onshore winds. The bow of the vessel is in a sand hole. The hull on the reef top with sides collapsed outwards.",PC,-32.389955,115.6807,,,,
366,Robertina,1,1859,1874,"1843 by Thomson & Spiers, Greenock, England",2 Masted Brig,Carvel – built Wood,"James Spiers, Glasgow & A. Brown Jr, Greenock. Skipper: Captain Davis",213 tons length 26.3m beam 6.2m depth 4.6m,"The Brig Robertina, Davis, master, sailed from Fremantle, on Wednesday morning last, bound for Adelaide, with 6 passengers and a cargo composed of timber, flour, etc., and early on the same evening, about half-past 7 o’clock, she struck upon the Murray Reef, and immediately went down, head foremost, leaving about 3 feet of her stern above water. The crew and passengers escaping in her boats. Captain Davis reached Fremantle yesterday evening and reports that it is probable a portion of the cargo may be recovered. We understand that all on board had barely sufficient time to reach the boats before she went down.",The wreck site is located on Murray Reef approx. 1k from the Sisters Reef and 200m north-east of the Highland Forest wreck site.,"The wreckage lies at a depth of 7 to 8m and is spread over an area of 25 by 8m, on a sand bottom with reef surrounding it. The iron structure is well concreted and there is no loose surface material to be seen. The bow of the vessel lies along a mound in the centre of the site indicating the keelson. Previous surveys of the site have recorded bolts, pump sections, sheathing timbers and iron knees. Other remains include a single, 2m long, iron- stocked Admiralty pattern anchor, a windlass barrel, sheathing and lead piping. The location of the iron knees possibly indicate a poop-deck. Pump sections and a deck winch barrel can also be observed in the stern end of the wreck site. (Kenderdine, 1994d:6).",PC,-32.3931,115.6797,,,,
368,James Service,1,1878,1869,"1869 by Dobie & Co., Govan, Scotland",3 masted Barque,Iron clinker built,Archibald Currie & Co. of Melbourne  Skipper: Capt. Sievwright,441 tons length 46.9m beam 8.6m draft 4.6m,"In July 1878, when James Service departed Penang, ten passengers, all members of a theatrical group bound for Melbourne, and a crew of ten including the captain, were aboard. The cargo consisted of 3 000 cases of castor oil, 1000 bales of sack bags and 600 bales of jute. The vessel headed southward from Penang to round Cape Leeuwin, a course that should have taken it several hundred miles off the Western Australian coast. As there were no survivors of the wrecking which occurred on the 23rd July 1878, the events that led to James Service being broken in two on the Murray Reef can only be surmised from circumstantial evidence.","Five Fathom Bank, Murray River Area","The wreckage from the James Service lies in 3–4 m of water and is scattered over an area approximately 55 m long by 12 m wide, with the main axis of the keel running about east-west, with the bow pointing west. While much of the plating has disappeared many of the frames are still clearly visible. The bow, canted to starboard, has collapsed but the bowsprit is still in place. The stern, which is in better condition, lies on a sandy bottom in 10 m of water, and rises to within 3 m of the surface. Part of the steering gear is visible, as are some of the masts, a winch and various ship’s fittings.",PC,-32.458,115.664166667,,,,
372,August Tellefson,1,1898,1883,"Norway, Port Tredestrand",AUGUST TELLEFSON (1883-1898),Timber,C Wroidsen	           Master: Andrew Larsen,697  tons     43.7m length   9.2m beam   5.2m draft,"The August Tellefsen had taken on board 143 loads of jarrah when the wind began to blow strongly from the north, increasing in strength, so the starboard anchor was let go and additional mooring lines put on. At 1.00 pm the anchors began to drag, the at the same time the forward mooring lines parted. The vessel, which had been bow on to the sea, swung round and drifted towards the Rockingham Railway and Timber Company’s jetty. Attempts were made to get the August Tellefsen away from the jetty. However this was unsuccessful, and at about 4.00 pm the Barque smashed through the jetty. It came to rest straddling the remains with its keel broken, a hole in the side of the hull and damage to the stern. No lives were lost.",Old small Rockingham Jetty,The jetty was rebuilt over the stricken ship to allow other ships to load. It probably deteriorated where it was. It is believed that parts of the keel still remain at the end of the old small Rockingham jetty.,PC,-32.274458,115.727302,,,,
374,Contest,1,1874,1860,"1860 Wilmont, Nova Scotia",3 masted Barque,Wooden frame with square stern,"Captain Simpson, Adelaide	           Master: Thomas Allen",322  tons   36.6m   length  8.6m  beam 3.9m,En route fom Rockingham to Lacepede Islands with cargo of Railway sleepers. Gale blew up and dragged anchor going ashore at Palm Beach,Palm Beach,"In shallow water 1.5-2m, with little of the wreck above the sand.",PC,-32.274464,115.713694,,,,
375,James Matthews (Voltigeur),1,1841,1800,"1800, in French annexed Belgium, surveyed in Bordeaux in 1834",Snow Brig (Brigantine),Wood,"1st Owner J Podor, later De Souza Felix, Henry and Robert de Burgh",107 tons length 24.50m. breath 6.50m depth 3.50m,"The James Matthews left London for Fremantle on 28 March 1841 with a cargo of 7,000 slates, farming implements, general cargo, 3 passengers and a crew of 15. The vessel struck rocks after parting its anchor warp, and sank on 23July 1841. One of the passengers, Henry de Burgh, left a comprehensive diary	covering the voyage to Australia and his later experiences on the land. Much of the cargo belonged to de Burgh, who had been involved in the organization of the enterprise in England and had an interest in the vessel.","100m from shore near Woodmans Point, Cockburn Sound","The wreck lies in 2-3m of water, 100m from shore. The site was excavated by WA Museum over the course of the mid-1970s. After each field season the site was backfilled with surrounding sediment, and remained buried until the late 1990s, when researchers noted exposed timbers from the shipwreck were heavily degraded. In 2013 a large project saw 36 road crash barriers deployed on-site in a semi-elliptical arrangement and the site recovered with sand. This site is not only historically and archaeologically significant for Western Australians, but to date, remains one of the world’s best-preserved examples of a nineteenth-century illegal slaving ship.",PC,-32.13193,115.743822,,,,
376,Hero Of The Nile,1,1876,1852,"1852 West Cowes, Isle of Wight, UK",3 Masted Barque,Wood with copper fastening,Thomson and Westmoreland of London.  Master: Captain N.H. Dugdall,365 tons length 38.4m beam 7.6m depth 5.2m,"The vessel was in sand ballast when it set off from Melbourne bound for the Lacepede Islands to pick up a cargo of guano with a crew of 13 and 2 passengers. On 19 October 1876, the captain estimated the position of the vessel as 55 kilometres off Cape Bouvard. With the wind behind the vessel and full sails set, Hero of the Nile steered a course north-east towards the Rottnest Lighthouse. The currents took the vessel onto the inside of Murray Reef. And struck Long Point, The vessel grounded heavily on the reef all night and eventually filled with water after the pumps became choked with the sand ballast. All aboard made it safely to shore in the ships boat. The ship was involved in the international trade of guano from northern Australia. At the time this trade was mostly illegal.","The wreck site lies about 300 metres north-east of Long Point, Warnbro Sound","The wreck site has two rows of heavily overgrown out cropping which, upon inspection in 1974, proved to be iron. Fanning revealed timber in good condition under the sand. No shards of pottery nor glassware were evident. The majority of the hull structure does not appear to be broken up and probably lies buried in the sand. Contemporary salvage work on the site probably means there are few ship’s fittings or the remains of cargo to be found. Finders: Mr Broz, H. Roberts and the Underwater Explorers Club (1966)",PC,-32.36445,115.70595,,,,
377,Chalmers,1,1874,1851,"1851 by James Laing, Sunderland, England",3 Masted Barque,Timber,James Laing   Skipper: Capt. William Alexander,594 tons length 40.1m beam 9.1m draft 6.2m,"On voyage from Mauritius to Fremantle with cargo of sugar. It first struck the reef between 11 pm and 12 pm but continued to sail. Although it was night time, no soundings were taken. The captain did not put the helm down and the vessel continued on the same east by south course. After Chalmers struck a second time it got clear again into about 2.5 to 3 fathoms of water, but later struck fast on a sand bottom. Although the vessel was taking water at a rate of 1 inch per hour no effort was made to pump it out. At the Court of enquiry The skipper was declared incompetent and his Masters ticket cancelled.",19 March 1874,"The wreck lies in 4 to 7 metres of water on a bottom composed of coral and sand patches. It is orientated on a north to south axis with the stern facing to the north.  The hull of the vessel is broken up, with only a few timbers showing above the sand.",PC,-32.367166667,115.690616667,,,,
